Gattung,genre,Nummer,Project/Object_URI,Haltende_Einrichtung_1,Org_GND_1,OrgURI_1,Haltende_Einrichtung_2,Org_GND_2,OrgURI_2,Links,Signatur,Inventarnummer,id_type,id,Jahr,Jahr_1,Jahr_2,Jahr_3,Jahr_4,Jahr_5,Jahr_eindeutig,Date_Start_1,Date_End_1,Entstehungsdatum,Person_Name_1,Person_GND_1,Person_Rolle_1,Person_1_URI,crmP14CarriedOutBy_1,role_1,production1,activity1,Person_Name_2,Person_GND_2,Person_Rolle_2,Person_2_URI,crmPC14CarriedOutBy_2,role_2,production2,activity2,Person_Name_3,Person_GND_3,Person_Rolle_3,Person_3_URI,crmPC14CarriedOutBy_3,role_3,production3,activity3,Person_Name_4,Person_GND_4,Person_Rolle_4,Person_4_URI,crmPC14CarriedOutBy_4,role_4,production4,activity4,Titel,Ort_Name_1,Ort_Name_2,Getty_URI_2,Ort_Getty_ID,Getty_URI,Verlag,Beschreibung,Höhe,Breite,Tiefe,Format,Umfang,Technik_1,Technik_2,Material,Material_2,Material_3,Objekttyp,type,Schlagwörter_1,KeywordURI_8,KeywordURI_7,KeywordURI_6,KeywordURI_5,KeywordURI_4,KeywordURI_3,KeywordURI_2,KeywordURI_1,Schlagwörter_2,Schlagwörter_3,Schlagwörter_4,Schlagwörter_5,Schlagwörter_6,Schlagwörter_7,Schlagwörter_8,Provenienz_1,Provenienz_2,Provenienz_3,Note_to_Provenienz_3,Werktitel_7,Werktitel_6,Werktitel_5,Werktitel_4,Werktitel_3,Werktitel_2,Werktitel_1,Werktitel_GND_1,Werktitel_GND_2,Werktitel_GND_3,Werktitel_GND_4,Werktitel_GND_5,Werktitel_GND_6,Werktitel_GND_7,Beziehung_1,Beziehung_2,Beziehung_3,Beziehung_4,Beziehung_5,Beziehung_6,Beziehung_7,Beziehung_Objekt_1,Beziehung_Objekt_2,Beziehung_Objekt_3,Beziehung_Objekt_4,Beziehung_Objekt_5,Beziehung_Objekt_6,Beziehung_Objekt_7,Beziehung_Objekt_8,Beziehung_Objekt_9,Beziehung_Objekt_10,Beziehung_Objekt_11,Beziehung_Objekt_12,Objekt_Freitext_1,Objekt_Freitext_2,Objekt_Freitext_3,Objekt_Freitext_4,Objekt_Freitext_5,Objekt_Freitext_6,Objekt_Freitext_7,Objekt_Freitext_8,Objekt_Freitext_9,Objekt_Freitext_10,Objekt_Freitext_11,Objekt_Freitext_12,Titel_Sammlung_1,Sammlung,Titel_Sammlung_2,Sammlungsnormdatensatz_GND_1,Sammlung_GND,Sammlungsnormdatensatz_GND_2,Kommentar,Goethe_Ausgaben_1,Goethe_Ausgaben_2,Goethe_Ausgaben_3,Goethe_Ausgaben_4,Erwähnung_Brief_1,Erwähnung_Brief_2,Erwähnung_Brief_3,Erwähnung_Brief_4,Link_Brief_1,Link_Brief_2,Link_Brief_3,Erwähnung_Tagebuch_1,Erwähnung_Tagebuch_2,Erwähnung_Tagebuch_3,Erwähnung_Tagebuch_4,Erwähnung_Tagebuch_5,Erwähnung_Tagebuch_6,Erwähnung_Tagebuch_7,Erwähnung_Tagebuch_8,Erwähnung_Tagebuch_9,Erwähnung_Tagebuch_10,Tagebuch_11,Tagebuch_12,Link_Tagebuch,Literatur_Bezeichnung_1,Literatur_Bezeichnung_2,Literatur_Bezeichnung_3,Literatur_Bezeichnung_4,Literatur_Bezeichnung_5,Literatur_Link_K10plus
Handschrift,manuscript,Handschrift15,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift15,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:417171,"GSA 26/L,9,Bl. 65-68",,Signatur,"GSA26L,9,Bl.65-68",1793,1793,,,,,1793,,,,"Goethe, Johann Wolfgang von",118540238,Autor*in,d-nb.info/gnd/118540238,id/manuscript/actor/gnd_118540238/Author,author,"/id/manuscript/GSA26L,9,Bl.65-68/production",,,,,,,,,,,,,,,,,,,,,,,,,,Achromasie und Hyperchromasie (Paralipomenon XVII),Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,,,,,4 Blatt,Tinte auf Papier,,,,,Manuskript,manuscript,Physische Farben,,,,,,/id/subject/Optik,/id/subject/NewtonTheorie,/id/subject/PhysischeFarben,Newton (Theorie),Optik,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,ist Vorstudie für,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Vorstufe für Ausführungen zur Hyperchromasie und Achromasie im Didaktischen Teil der Farbenlehre; es handelt sich um spezielle Glasmischungen (Flintglas und Crownglas), die eine stärkere Brechung des Lichstrahls mit intensiveren Farben bzw. eine schwächere Brechung mit weniger intensiven Farben verursachen; die Effekte sind auch auf Tafel IV des Tafelbandes dargestellt.","WA II, Bd. 5.2, S. 71-75","LA I, Bd. 3, S. 257-260, S. 498",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handschrift,manuscript,Handschrift14,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift14,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,,"GSA 26/LI,11,3, Bl. 35a / GSA 26/L,9, Bl. 30",,Signatur,"GSA26LI,11,3,Bl.35aGSA26L,9,Bl.30",1806,1806,,,,,1806,,,18.03.06,"Goethe, Johann Wolfgang von",118540238,Autor*in,d-nb.info/gnd/118540238,id/manuscript/actor/gnd_118540238/Author,author,"/id/manuscript/GSA26LI,11,3,Bl.35aGSA26L,9,Bl.30/production",,,,,,,,,,,,,,,,,,,,,,,,,,Schema der ganzen Farbenlehre,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,,,,,Umfang unbekannt,Tinte auf Papier,,,,,Manuskript,manuscript,Werkgenese,,,,,,,,/id/subject/Werkgenese,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,Zur Farbenlehre,4193539-1,,,,,,,ist Plan von,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Dies ist ein Gesamtplan des Aufbaus von ""Zur Farbenlehre"" zum Zeitpunkt der Drucklegung des ersten Bandes. Es handelt sich um zwei einzelne Manuskripte, die wahrscheinlich zusammengehören und in Werkausgaben gemeinsam abgedruckt werden. Damit ist das Schema eines der zentralen Dokumente für die Entstehung des Gesamtwerkes. Außerdem ist es typisch für Goethes Arbeitsweise, der im Verlauf größerer Projekte immer wieder neue Schemata entwarf, deren Einzelteile er dann ausführte. Wenn in diesem Prozess eine Änderung der Struktur nötig wurde, entwarf er ein neues Schema.","FA I, Bd. 23.2, S. 292-293","WA II, Bd. 5.2, S. 205-206","LA I, Bd. 3, S. 440","MA, Bd. 6.2, S. 818-819",,,,,,,,Tagebuch vom 18. März 1806,,,,,,,,,,Tagebuch vom 18. März 1806,Tagebuch vom 18. März 1806,,,,,,,
Handschrift,manuscript,Handschrift13,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift13,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:417755,"GSA 26/LI,9a,1",,Signatur,"GSA26LI,9a,1",1815,1815,,,,,1815,,,18.01.15,"Kräuter, Friedrich Theodor",116356162,Schreiber*in,d-nb.info/gnd/116356162,id/manuscript/actor/gnd_116356162/Writer,writer,"/id/manuscript/GSA26LI,9a,1/production",,"Färber, Johann Michael",116379049,Erwähnte Person,d-nb.info/gnd/116379049,id/manuscript/actor/gnd_116379049/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,"Verzeichniß optischer Instrumente, welche der Bibliotheksschreiber Färber in der Bibliothek auf irgend einem Repositorium aufstellen und bis auf weiteres verwahren wird",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,Auflistung optischer Geräte,,,,,9 Blatt,Tinte auf Papier,,,,,Manuskript,manuscript,Optik,,,,,,,/id/subject/DidaktischerTeil,/id/subject/Optik,Didaktischer Teil,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,Zur Farbenlehre,4193539-1,,,,,,,hat Bezug zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Auflistung optischer Geräte, die Goethe der großherzoglichen Bibliothek in Weimar zur Verwahrung gab; die Geräte selbst sind heute vermutlich wieder zu großen Teilen im Goethe-Nationalmuseum.","WA II, Bd. 5.2, S. 421-428",,,,Johann Wolfgang Goethe,"Brief an Johann Michael Färber, 18. Januar 1815 (WA IV, Bd. 51, S. 365-366)",,,,,,,,,,,,,,,,,,,,,,,,
Buch,book,SekLit4,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-seklit4,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Herzogin Anna Amalia Bibliothek,5038969-5,d-nb.info/gnd/5038969-5,lhwei.gbv.de/DB=2/XMLPRS=N/PPN?PPN=220221375,BF 7370.989-8,,Signatur,BF7370.989-8,1950/1989,1950/1989,,,,,1950/1989,,,,"Wittgenstein, Ludwig",118634313,Autor*in,d-nb.info/gnd/118634313,id/book/actor/gnd_118634313/Author,author,/id/book/BF7370.989-8/production,,,,,,,,,,,,,,,,,,,,,,,,,,Bemerkungen über die Farben,Frankfurt,Main,,7005293,http://vocab.getty.edu/page/tgn/7005293,Suhrkamp,Wittgensteins eigene Farbentheorie mit Bezug auf Goethe.,,,,Oktav (8°),574 S.,Buchdruck,,,,,Buch,book,Physiologische Farben,,,,,,/id/subject/ChemischeFarben,/id/subject/PhysischeFarben,/id/subject/PhysiologischeFarben,Physische Farben,Chemische Farben,,,,,,Literarische Bibliothek Siegfried Unseld <Weimar>,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,hat Bezug zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Eigenständige Farbtheorie des Philosophen Wittgenstein, der sich kritisch gegenüber Goethe äußert: Dessen Farbenlehre sei keine Theorie, weil sie nichts voraussage; die von Goethe beschriebenen Erfahrungen lassen sich nicht objektiv überprüfen.",,,,,,,,,,,,,,,,,,,,,,,,,"Frederik Gierlinger, Wittgensteins ""Bemerkungen über die Farben"", Frankfurt am Main: Peter Lang, 201"," Kollert, Günter. Weimar-Cambridge und zurück: Goethe, Wittgenstein und die Welt der Farben. Stuttgart; Berlin: Mayer, 200"," Thommes, Armin. Die Farbe als philosophisches Problem: Von Aristoteles bis zu Ludwig Wittgenstein. St. Augustin: Gardez!, 1997.",,,"kxp.k10plus.de/DB=2.1/PPNSET?PPN=1041176546, kxp.k10plus.de/DB=2.1/PPNSET?PPN=543605906, kxp.k10plus.de/DB=2.1/PPNSET?PPN=236655396"
Objekt,object,Objekt12,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt12,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,GNF 0254,,Signatur,GNF0254,vor 1815 (1806?),vor 1815 (1806?),,,,,vor 1815 (1806?),,,,Unbekannt,,Hersteller*in,vsr.mww-forschung.de/id/uuid_edcd4ac2-a431-492c-894b-5c3ddcd45834,,creator,,,,,,,,,,,,,,,,,,,,,,,,,,,Apparat zu den paroptischen Farberscheinungen,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"25,5 cm","12,1 cm","4,4 cm",,,"Holz, Messing, Stahl",,"Holz, Messing, Stahl",,,Naturwissenschaftliches Gerät,,Paroptische Farben,,,,,,,,/id/subject/ParoptischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,erwähnt in,,,,,,,erwähnt in,erwähnt in,,,,,,,,,,,Buch07,Buch08,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Bei seinen Experimenten zu Beugungserscheinungen bei Farben (paroptische Farben) bezieht sich Goethe in Teil 1 der Farbenlehre (§ 410, 426 und 427) auf eine solche Apparatur; möglicherweise handelt es sich um dieses Gerät; eventuell von Johann Christian Friedrich Körner (GND 120155370) hergestellt, aber kein direkter Beleg.",,,,,,,,,,,,"28.05.1806, 09.09.1806, 10.09.1806",,,,,,,,,,"28.05.1806, 09.09.1806, 10.09.1806","28.05.1806, 09.09.1806, 10.09.1806",,,,,,,
Objekt,object,Objekt11,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt11,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 005,Inventarnummer,GFz005,1795,1795,,,,,1795,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz005/production,,,,,,,,,,,,,,,,,,,,,,,,,,Ableitung des Regenbogens,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"18,1 cm","14,6 cm",,,,Federzeichnung mit Tinte,,Federzeichnung mit Tinte,,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,hat Bezug zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,Gegenüberstellung zweier Erklärungen zur Entstehung des Regenbogens - die der traditionellen Physik und Goethes eigene.,,,,,,,,,,,,25. Februar 1809,,,,,,,,,,25. Februar 1809,25. Februar 1809,,,,,,,
Buch,book,Buch15,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-buch15,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,lhwei.gbv.de/DB=2.5/XMLPRS=N/PPN?PPN=142922048,Ruppert 4858,,Signatur,Ruppert4858,1783,1783,,,,,1783,,,,"Marat, Jean Paul",118577441,Autor*in,d-nb.info/gnd/118577441,id/book/actor/gnd_118577441/Author,author,/id/book/Ruppert4858/production,,"Weigel, Christian Ehrenfried",115358684,Übersetzer*in,d-nb.info/gnd/115358684,id/book/actor/gnd_115358684/Translator,translator,/id/book/Ruppert4858/production,,"Weigel, Christian Ehrenfried",115358684,Kommentator*in,d-nb.info/gnd/115358684,id/book/actor/gnd_115358684/Commentator,commentator,,,"Goethe, Johann Wolfgang von",118540238,Sonstige Person,d-nb.info/gnd/118540238,id/book/actor/gnd_118540238/Other_person,other_person,,,"Herrn Marat, der Arzneigelahrheit Doktors und Arztes der Leibwache Sr. Hoheit des Grafen von Artois, Entdeckungen über das Licht: Durch eine Reihe neuer Versuche bestätigt welche sehr viele Male vor den Augen der Herren Commissäre der Akademie der Wissenschaften angestellt sind; Aus dem Französischen übersetzt.",Leipzig,,,7012329,http://vocab.getty.edu/page/tgn/7012329,Crusius,,,,,8°,"XIV S., [1] Bl., 166 S., [2] Bl., VII gef. Bl",Buchdruck,,Bleistift,,,Buch,book,Historischer Teil,,,,,,,,/id/subject/HistorischerTeil,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Zweyter Band, Erster, historischer Theil. Materialien zur Geschichte der Farbenlehre",1214450431,,,,,,,erwähnt in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sammlung Privatbibliothek Johann Wolfgang von Goethe,Sammlung Privatbibliothek Johann Wolfgang von Goethe,Forschungssammlung Goethes Farbenlehre,1207174386,1207174386,1196740259,"Abhandlung von Jean Paul Marat zu Licht und Farbe; Exemplar mit zahlreichen Anstreichungen und Annotationen Goethes. Das Buch wurd von Goethe ausführlich im Historischen Teil von ""Zur Farbenlehre"" diskutiert. Es handelt sich um ein reich annotiertes Exemplar, das Goethe vermutlich im Juli 1793 während der Belagerung von Mainz durchgearbeitet hat.",,,,,"Brief an Friedrich Heinrich Jacobi vom 19.07.1793 (Goethe B, Bd. 9.1, S. 177-180)",,,,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:11052,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt10,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt10,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 263,Inventarnummer,GFz263,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz263/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz263/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, unkoloriert",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"21,2 cm","16,9 cm",,,,Kupferstich,,,,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel IX",1214403697,,,,,,,ist Version von,,,,,,,hat Dublette,,,,,,,,,,,,Objekt09,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt09,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt09,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 267,Inventarnummer,GFz267,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz267/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz267/production,,"Steiner, Karl Friedrich Christian",117254398,Illustrator*in,d-nb.info/gnd/117254398,id/graphic/actor/gnd_117254398/Illustrator,illustrator,/id/graphic/GFz267/production,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, Tafelnummer handschriftlich, koloriert",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"20,6 cm","16,6 cm",,,,"Kupferstich, handkoloriert",,"Kupferstich, handkoloriert",,,Grafik,graphic,Physische Farben,,,,,,,/id/subject/Tafeln,/id/subject/PhysischeFarben,Tafeln,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel IX",1214403697,,,,,,,ist Vorstudie für,,,,,,,hat Version,,,,,,,,,,,,Objekt10,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,Handkolorierter Abzug von Tafel IX von 'Zur Farbenlehre'. Wahrscheinlich handelt es sich um einen Probeabzug. Ohne Tafelnummer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt08,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt08,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 171,Inventarnummer,GFz171,1806/07,1806/07,,,,,1806/07,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz171/production,,,,,,,,,,,,,,,,,,,,,,,,,,"Zur Farbenlehre, Tafel IIa, Entwurf",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"24,8 cm","21,1 cm",,,,Tinte und Bleistift auf Papier,,Tinte und Bleistift auf Papier,,,Zeichnung,drawing,Physische Farben,,,,,,,/id/subject/Optik,/id/subject/PhysischeFarben,Optik,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel II a",1214403662,,,,,,,ist Vorstudie für,,,,,,,ist Vorstudie für,basiert auf,,,,,,,,,,,Objekt07,Objekt02,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,"Entwurfszeichnung für Tafel IIa im Tafelteil von 'Zur Farbenlehre'; der Kerzenschaft ist grau, anders als auf der endgültigen Fassung der Farbtafel IIa, wo er schwarz ist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt07,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt07,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 179,Inventarnummer,GFz179,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz179/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz179/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IIa, Abzug ohne Tafelnummer",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"24,6 cm","20,0 cm",,,,Aquatintaradierung,,"starkes Papier, weiß, homogen",,,Grafik,graphic,Physische Farben,,,,,,,/id/subject/Optik,/id/subject/PhysischeFarben,Optik,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel II a","Zur Farbenlehre, Tafelband",1214403506,1214403662,,,,,,ist Illustration zu,ist Vorstudie für,,,,,,basiert auf,,,,,,,,,,,,Objekt08,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,"Abzug von Tafel IIa in ""Zur Farbenlehre"", ohne Tafelnummer; wahrscheinlich handelt es sich um einen Probeabzug. Die Grafik basiert auf einer Zeichnung von Goethe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buch,book,SekLit3,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-seklit3,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Herzogin Anna Amalia Bibliothek,5038969-5,d-nb.info/gnd/5038969-5,lhwei.gbv.de/DB=2/XMLPRS=N/PPN?PPN=590189433,N 31967,,Signatur,N31967,1967,1967,,,,,1967,,,09.12.67,"Heisenberg, Werner",118548670,Autor*in,d-nb.info/gnd/118548670,id/book/actor/gnd_118548670/Author,author,/id/book/N31967/production,,"Goethe, Johann Wolfgang von",118540238,Erwähnte Person,d-nb.info/gnd/118540238,id/book/actor/gnd_118540238/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,Goethes Naturbild und die technische Welt: Vortrag,Karlsruhe,,,7004424,http://vocab.getty.edu/page/tgn/7004424,Badische Neueste Nachrichten Badendruck GmbH,,,,,,,Buchdruck,,,,,Buch,book,Naturphilosophie,,,,,/id/subject/RezeptionDerFarbenlehre,/id/subject/IsaacNewton,/id/subject/FarbenlehreAllgemein,/id/subject/Naturphilosophie,Farbenlehre allgemein,Isaac Newton,Rezeption der Farbenlehre,,,,,,,,,,,,,,,Zur Farbenlehre,4193539-1,,,,,,,basiert auf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,"Darstellung von Goethes Naturbild, besonders zur Farbenlehre, im Vergleich mit der modernen Physik. Der Artikel richtet sich an ein allgemeines Publikum. Für den Hintergrund des Artikels ist wichtig, dass Heisenberg - 1932 mit dem Nobelpreis für Physik ausgezeichnet - im Zweiten Weltkrieg an der Entwicklung einer deutschen Atombombe beteiligt war, die jedoch nicht zustande kam; er bereute diese Beteiligung später. 1957 wandte er sich mit weiteren Physikern, den ""Göttinger Achtzehn"", gegen die atomare Bewaffnung der Bundeswehr. Für ihn waren Theorie, Praxis, Philosophie und Ethik der Naturwissenschaften daher eng verbunden.",,,,,,,,,,,,,,,,,,,,,,,,,"Skowronski, Alexandra. ""Heisenberg und Goethe - Physik und Dichtung : Strategien naturwissenschaftlicher und bildungsbürgerlicher Selbstdarstellung am Beispiel von Werner Heisenbergs Goethe-Vorträgen (1941 und 1967)."" In: Scientia poetica 15 (2011), S. 252-29"," Baerlocher, René Jacques. ""Bemerkungen zu Werner Heisenbergs Goethebild."" In: Goethe-Jahrbuch 122 (2005), S. 243-26"," Rechenberg, Helmut. ""'Goethe hat ihn durch sein ganzes Leben begleitet': Werner Heisenbergs Auseinandersetzung mit Goethes Naturbild."" In: Goethe-Jahrbuch 120 (2003), S. 277-291",,,"kxp.k10plus.de/DB=2.1/PPNSET?PPN=683932373, kxp.k10plus.de/DB=2.1/PPNSET?PPN=73140811X"
Objekt,object,Objekt06,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt06,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 003,Inventarnummer,GFz003,1800,1800,,,,,1800,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz003/production,,"Newton, Isaac",118587544,Erwähnte Person,d-nb.info/gnd/118587544,id/drawing/actor/gnd_118587544/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,Zu Newtons erstem Versuch,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,Handzeichnung zu einem Versuch von Isaac Newton,"21,3 cm","34,6 cm",,,,"Bleistift und Tinte auf Papier (grob, blau)",,"Bleistift und Tinte auf Papier (grob, blau)",,,Zeichnung,drawing,Newton (Theorie),,,,,,/id/subject/Optik,/id/subject/PhysischeFarben,/id/subject/NewtonTheorie,Physische Farben,Optik,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Zweyter Band, Erster, historischer Theil. Materialien zur Geschichte der Farbenlehre",1214450431,,,,,,,hat Bezug zu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,Forschungssammlung Goethes Farbenlehre,1196740259,,1196740259,"Skizze zur Rekonstruktion eines Versuchs von Isaac Newton, mit dem sich Goethe im Polemischen Teil der ""Farbenlehre"" ausführlich und kritisch auseinandersetzt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
